date,open,high,low,close,adj_close,volume
2024-10-06,62066.37,62118.22,61840.43,61933.07,61933.07,12434328576.0
2024-10-04,60754.63,62465.99,60459.94,62067.48,62067.48,29585472513.0
2024-10-03,60632.48,61469.04,59878.8,60759.4,60759.4,36106447279.0
2024-10-02,60836.32,62357.69,59996.95,60632.79,60632.79,40762722398.0
2024-10-01,63335.61,64110.98,60189.28,60837.01,60837.01,50220923500.0
2024-09-30,65634.66,65635.05,62873.62,63329.5,63329.5,37112957475.0
2024-09-29,65888.9,66069.34,65450.02,65635.3,65635.3,14788214575.0
2024-09-28,65792.18,66255.53,65458.04,65887.65,65887.65,15243637984.0
2024-09-27,65180.66,66480.7,64852.99,65790.66,65790.66,32058813449.0
2024-09-26,63138.55,65790.8,62669.27,65181.02,65181.02,36873129847.0
2024-09-25,64302.59,64804.5,62945.38,63143.14,63143.14,25078377700.0
2024-09-24,63326.84,64695.21,62737.42,64301.97,64301.97,29938335243.0
2024-09-23,63643.1,64733.56,62628.08,63329.8,63329.8,31400285425.0
2024-09-22,63396.8,63993.42,62440.73,63648.71,63648.71,20183348802.0
2024-09-21,63184.34,63543.36,62783.11,63394.84,63394.84,14408616220.0
2024-09-20,62941.43,64119.53,62364.61,63192.98,63192.98,35177164222.0
2024-09-19,61651.16,63872.44,61609.87,62940.46,62940.46,42710252573.0
2024-09-18,60309.0,61664.07,59218.25,61649.68,61649.68,40990702891.0
2024-09-17,58192.51,61316.09,57628.07,60308.54,60308.54,38075570118.0
2024-09-16,59185.23,59205.51,57501.34,58192.51,58192.51,32032822113.0
2024-09-15,60000.73,60381.92,58696.31,59182.84,59182.84,18120960867.0
2024-09-14,60569.12,60656.72,59517.88,60005.12,60005.12,16428405496.0
2024-09-13,58130.32,60648.02,57650.11,60571.3,60571.3,32490528356.0
2024-09-12,57343.17,58534.36,57330.1,58127.01,58127.01,33835707949.0
2024-09-11,57650.29,57991.32,55567.34,57343.17,57343.17,37049062672.0
2024-09-10,57020.1,58029.98,56419.41,57648.71,57648.71,28857630507.0
2024-09-09,54851.89,58041.13,54598.43,57019.54,57019.54,34618096173.0
2024-09-08,54147.93,55300.86,53653.76,54841.57,54841.57,18268287531.0
2024-09-07,53949.09,54838.14,53740.07,54139.69,54139.69,19061486526.0
2024-09-06,56160.19,56976.11,52598.7,53948.75,53948.75,49361693566.0
2024-09-05,57971.7,58300.58,55712.45,56160.49,56160.49,31030280656.0
2024-09-04,57430.35,58511.57,55673.16,57971.54,57971.54,35627680312.0
2024-09-03,59106.19,59815.06,57425.17,57431.02,57431.02,26666961053.0
2024-09-02,57326.97,59403.07,57136.03,59112.48,59112.48,27036454524.0
2024-09-01,58969.8,59062.07,57217.82,57325.49,57325.49,24592449997.0
2024-08-31,59117.48,59432.59,58768.79,58969.9,58969.9,12403470760.0
2024-08-30,59388.6,59896.89,57768.53,59119.48,59119.48,32292756405.0
2024-08-29,59027.47,61184.08,58786.23,59388.18,59388.18,32224990582.0
2024-08-28,59507.93,60236.45,57890.68,59027.63,59027.63,40289564698.0
2024-08-27,62879.71,63210.8,58116.75,59504.13,59504.13,39103882198.0
2024-08-26,64342.23,64489.71,62849.56,62880.66,62880.66,27682040631.0
2024-08-25,64176.37,64996.42,63833.52,64333.54,64333.54,18827683555.0
2024-08-24,64103.87,64513.79,63619.92,64178.99,64178.99,21430585163.0
2024-08-23,60380.95,64947.06,60372.05,64094.36,64094.36,42530509233.0
2024-08-22,61168.32,61408.11,59815.25,60381.91,60381.91,27625734377.0
2024-08-21,59014.99,61834.35,58823.45,61175.19,61175.19,32731154072.0
2024-08-20,59493.45,61396.33,58610.88,59012.79,59012.79,31613400008.0
2024-08-19,58480.71,59612.66,57864.71,59493.45,59493.45,25911207712.0
2024-08-18,59468.13,60262.72,58445.4,58483.96,58483.96,17740625837.0
2024-08-17,58893.53,59694.67,58814.83,59478.97,59478.97,13589684021.0
2024-08-16,57560.27,59847.36,57110.02,58894.11,58894.11,29350938673.0
2024-08-15,58733.26,59838.65,56161.59,57560.1,57560.1,35682112440.0
2024-08-14,60611.05,61687.76,58472.88,58737.27,58737.27,29961696180.0
2024-08-13,59356.21,61572.4,58506.25,60609.57,60609.57,30327698167.0
2024-08-12,58719.39,60680.33,57688.9,59354.52,59354.52,37078637820.0
2024-08-11,60944.89,61778.66,58348.82,58719.48,58719.48,22759754812.0
2024-08-10,60881.23,61464.51,60287.57,60945.81,60945.81,15745822278.0
2024-08-09,61728.21,61751.86,59587.86,60880.11,60880.11,33425553115.0
2024-08-08,55030.03,62673.77,54766.73,61710.14,61710.14,45298472567.0
2024-08-07,56040.63,57726.88,54620.51,55027.46,55027.46,41637562185.0
2024-08-06,53991.35,57059.92,53973.27,56034.32,56034.32,49300484106.0
2024-08-05,58110.3,58268.83,49121.24,53991.46,53991.46,108991085584.0
2024-08-04,60676.09,61062.99,57210.8,58116.98,58116.98,31758917219.0
2024-08-03,61414.81,62148.37,59836.53,60680.09,60680.09,31753030589.0
2024-08-02,65353.5,65523.22,61184.89,61415.07,61415.07,43060875727.0
2024-08-01,64625.84,65593.24,62248.94,65357.5,65357.5,40975554494.0
2024-07-31,66201.27,66810.21,64532.05,64619.25,64619.25,31292785994.0
2024-07-30,66819.05,66987.67,65323.19,66201.02,66201.02,31380492109.0
2024-07-29,68259.05,69987.54,66532.59,66819.91,66819.91,40780682628.0
2024-07-28,67808.66,68301.85,67085.83,68255.87,68255.87,18043166945.0
2024-07-27,67911.81,69398.51,66705.22,67813.34,67813.34,34691905492.0
2024-07-26,65771.81,68207.6,65743.77,67912.06,67912.06,30488630457.0
2024-07-25,65375.88,66112.42,63473.47,65777.23,65777.23,38315761670.0
2024-07-24,65927.86,67113.98,65147.0,65372.13,65372.13,27470942309.0
2024-07-23,67584.8,67779.02,65484.46,65927.67,65927.67,35605668666.0
2024-07-22,68152.98,68480.06,66611.3,67585.25,67585.25,42649109453.0
2024-07-21,67164.91,68372.91,65842.3,68154.52,68154.52,26652190004.0
2024-07-20,66709.92,67610.73,66299.62,67163.65,67163.65,19029581250.0
2024-07-19,63972.32,67442.64,63329.34,66710.16,66710.16,37003855410.0
2024-07-18,64104.74,65104.66,63246.16,63974.07,63974.07,27239305337.0
2024-07-17,65091.83,66066.73,63896.09,64118.79,64118.79,32525071311.0
2024-07-16,64784.42,65354.34,62487.97,65097.15,65097.15,41617346768.0
2024-07-15,60815.46,64870.15,60704.93,64870.15,64870.15,38094526099.0
2024-07-14,59225.25,61329.53,59225.25,60787.79,60787.79,22223416061.0
2024-07-13,57908.74,59787.08,57796.44,59231.95,59231.95,17080061806.0
2024-07-12,57341.2,58532.55,56590.18,57899.46,57899.46,25604805221.0
2024-07-11,57729.89,59299.43,57120.38,57344.91,57344.91,28707803842.0
2024-07-10,58033.88,59359.43,57178.41,57742.5,57742.5,26175260526.0
2024-07-09,56704.6,58239.2,56316.88,58009.23,58009.23,27849512607.0
2024-07-08,55849.57,58131.34,54321.02,56705.1,56705.1,39766159899.0
2024-07-07,58239.43,58371.12,55793.32,55849.11,55849.11,20553359505.0
2024-07-06,56659.07,58472.55,56038.96,58303.54,58303.54,20610320577.0
2024-07-05,57022.81,57497.15,53717.38,56662.38,56662.38,55417544033.0
2024-07-04,60147.14,60399.68,56777.8,56977.7,56977.7,41149609230.0
2024-07-03,62034.33,62187.7,59419.39,60173.92,60173.92,29756701685.0
2024-07-02,62844.41,63203.36,61752.75,62029.02,62029.02,20151616992.0
2024-07-01,62673.61,63777.23,62495.51,62851.98,62851.98,25468379421.0
2024-06-30,60888.45,62892.83,60632.95,62678.29,62678.29,17333226409.0
2024-06-29,60319.88,61097.62,60300.96,60887.38,60887.38,12652903396.0
2024-06-28,61612.8,62126.1,59985.4,60320.14,60320.14,24952866877.0
2024-06-27,60811.23,62293.86,60585.33,61604.8,61604.8,21231745045.0
2024-06-26,61789.68,62434.14,60695.19,60811.28,60811.28,22506003064.0
2024-06-25,60266.28,62258.26,60239.75,61804.64,61804.64,29201215431.0
2024-06-24,63173.35,63292.53,58601.7,60277.41,60277.41,43152133651.0
2024-06-23,64248.96,64491.7,63180.8,63180.8,63180.8,11170471802.0
2024-06-22,64113.86,64475.47,63929.76,64252.58,64252.58,9858198793.0
2024-06-21,64837.99,65007.55,63378.89,64096.2,64096.2,26188171739.0
2024-06-20,64960.3,66438.96,64547.85,64828.66,64828.66,25641109124.0
2024-06-19,65146.66,65695.35,64693.3,64960.3,64960.3,21103423504.0
2024-06-18,66490.98,66556.7,64066.96,65140.75,65140.75,39481285950.0
