date,open,high,low,close,adj_close,volume
2024-08-14,118.53,118.6,114.07,118.08,118.07,339246400.0
2024-08-13,112.44,116.23,111.58,116.14,116.13,312646700.0
2024-08-12,106.32,111.07,106.26,109.02,109.01,325559900.0
2024-08-09,105.64,106.6,103.43,104.75,104.74,290844200.0
2024-08-08,102.0,105.5,97.52,104.97,104.96,391910000.0
2024-08-07,107.81,108.8,98.69,98.91,98.9,411440400.0
2024-08-06,103.84,107.71,100.55,104.25,104.24,409012100.0
2024-08-05,92.06,103.41,90.69,100.45,100.44,552842400.0
2024-08-02,103.76,108.72,101.37,107.27,107.26,482027500.0
2024-08-01,117.53,120.16,106.81,109.21,109.2,523462300.0
2024-07-31,112.9,118.34,110.88,117.02,117.01,473174200.0
2024-07-30,111.52,111.99,102.54,103.73,103.72,486833300.0
2024-07-29,113.69,116.28,111.3,111.59,111.58,248152100.0
2024-07-26,116.19,116.2,111.58,113.06,113.05,293399100.0
2024-07-25,113.04,116.63,106.3,112.28,112.27,460067000.0
2024-07-24,119.17,119.95,113.44,114.25,114.24,327776900.0
2024-07-23,122.78,124.69,122.1,122.59,122.58,173911000.0
2024-07-22,120.35,124.07,119.86,123.54,123.53,258068900.0
2024-07-19,120.35,121.6,117.37,117.93,117.92,217223800.0
2024-07-18,121.85,122.4,116.56,121.09,121.08,320979500.0
2024-07-17,121.35,121.85,116.72,117.99,117.98,390086200.0
2024-07-16,128.44,129.04,124.58,126.36,126.35,214769500.0
2024-07-15,130.56,131.39,127.18,128.44,128.43,208326200.0
2024-07-12,128.26,131.92,127.22,129.24,129.23,252680500.0
2024-07-11,135.75,136.15,127.05,127.4,127.39,374782700.0
2024-07-10,134.03,135.1,132.42,134.91,134.9,248978600.0
2024-07-09,130.35,133.82,128.65,131.38,131.37,285366600.0
2024-07-08,127.49,130.77,127.04,128.2,128.19,237677300.0
2024-07-05,127.38,128.85,125.68,125.83,125.82,214176700.0
2024-07-03,121.66,128.28,121.36,128.28,128.27,215749000.0
2024-07-02,121.13,123.41,121.03,122.67,122.66,218374000.0
2024-07-01,123.47,124.84,118.83,124.3,124.29,284885500.0
2024-06-28,124.58,127.71,122.75,123.54,123.53,315516700.0
2024-06-27,124.1,126.41,122.92,123.99,123.98,252571700.0
2024-06-26,126.13,128.12,122.6,126.4,126.39,362975900.0
2024-06-25,121.2,126.5,119.32,126.09,126.08,425787500.0
2024-06-24,123.24,124.46,118.04,118.11,118.1,476060900.0
2024-06-21,127.12,130.63,124.3,126.57,126.56,655484700.0
2024-06-20,139.8,140.76,129.52,130.78,130.77,517768400.0
2024-06-18,131.14,136.33,130.69,135.58,135.57,294335100.0
2024-06-17,132.99,133.73,129.58,130.98,130.97,288504400.0
2024-06-14,129.96,132.84,128.32,131.88,131.87,309320400.0
2024-06-13,129.39,129.8,127.16,129.61,129.6,260704500.0
2024-06-12,123.06,126.88,122.57,125.2,125.19,299595000.0
2024-06-11,121.77,122.87,118.74,120.91,120.9,222551200.0
2024-06-10,120.37,123.1,117.01,121.79,121.77,314162700.0
2024-06-07,119.77,121.69,118.02,120.89,120.87,412386000.0
2024-06-06,124.05,125.59,118.32,121.0,120.98,664696000.0
2024-06-05,118.37,122.45,117.47,122.44,122.42,528402000.0
2024-06-04,115.72,116.6,114.04,116.44,116.42,403324000.0
2024-06-03,113.62,115.0,112.0,115.0,114.98,438392000.0
2024-05-31,112.52,112.72,106.94,109.63,109.61,613263000.0
2024-05-30,114.65,115.82,109.66,110.5,110.48,487350000.0
2024-05-29,113.05,115.49,110.9,114.82,114.81,557442000.0
2024-05-28,110.24,114.94,109.88,113.9,113.88,652728000.0
2024-05-24,104.45,106.47,103.0,106.47,106.45,429494000.0
2024-05-23,102.03,106.32,101.52,103.8,103.78,835065000.0
2024-05-22,95.46,96.02,93.25,94.95,94.93,548648000.0
2024-05-21,93.6,95.4,93.18,95.39,95.37,328946000.0
2024-05-20,93.75,95.2,93.44,94.78,94.76,318764000.0
2024-05-17,94.37,94.74,91.81,92.48,92.46,359691000.0
2024-05-16,94.91,95.82,94.1,94.36,94.34,323952000.0
2024-05-15,92.47,94.86,91.6,94.63,94.61,417735000.0
2024-05-14,89.6,91.65,88.93,91.36,91.34,296507000.0
2024-05-13,90.48,91.0,88.53,90.4,90.38,289680000.0
2024-05-10,90.31,91.4,89.23,89.88,89.86,335325000.0
2024-05-09,90.53,91.07,88.23,88.75,88.73,378013000.0
2024-05-08,89.48,91.19,89.42,90.41,90.4,325721000.0
2024-05-07,91.1,91.78,89.01,90.55,90.54,437342000.0
2024-05-06,89.39,92.22,89.06,92.14,92.12,376203000.0
2024-05-03,87.79,89.28,87.04,88.79,88.77,398341000.0
2024-05-02,84.45,86.24,83.2,85.82,85.8,377898000.0
2024-05-01,85.08,86.0,81.25,83.04,83.03,559863000.0
2024-04-30,87.24,88.82,86.3,86.4,86.39,363709000.0
2024-04-29,87.6,87.99,85.27,87.76,87.74,388971000.0
2024-04-26,83.82,88.33,83.39,87.74,87.72,551011000.0
2024-04-25,78.87,83.32,78.22,82.63,82.62,424641000.0
2024-04-24,83.95,84.08,79.18,79.68,79.66,512208000.0
2024-04-23,80.77,82.77,80.26,82.42,82.41,438559000.0
2024-04-22,78.1,80.07,76.4,79.52,79.5,596341000.0
2024-04-19,83.15,84.32,75.61,76.2,76.19,875198000.0
2024-04-18,84.97,86.19,82.4,84.67,84.66,447260000.0
2024-04-17,88.34,88.78,83.95,84.04,84.02,495400000.0
2024-04-16,86.43,88.12,86.06,87.42,87.4,370453000.0
2024-04-15,89.1,90.61,85.93,86.0,85.99,443077000.0
2024-04-12,89.7,90.18,87.53,88.19,88.17,426805000.0
2024-04-11,87.42,90.74,86.93,90.62,90.6,431637000.0
2024-04-10,83.93,87.4,83.71,87.04,87.02,431929000.0
2024-04-09,87.44,87.64,83.02,85.35,85.34,503547000.0
2024-04-08,88.7,88.83,86.73,87.13,87.12,283220000.0
2024-04-05,86.87,88.48,85.93,88.01,87.99,399678000.0
2024-04-04,90.41,90.63,85.88,85.9,85.89,434965000.0
2024-04-03,88.48,90.37,88.4,88.96,88.95,370067000.0
2024-04-02,88.45,90.09,87.62,89.45,89.44,433064000.0
2024-04-01,90.3,92.22,89.2,90.36,90.35,452441000.0
2024-03-28,90.0,91.3,89.19,90.36,90.34,435212000.0
2024-03-27,93.11,93.24,89.12,90.25,90.23,586067000.0
2024-03-26,95.85,96.38,92.5,92.56,92.55,513648000.0
2024-03-25,93.94,96.77,93.51,95.0,94.99,552136000.0
2024-03-22,91.14,94.78,90.83,94.29,94.27,586719000.0
2024-03-21,92.3,92.65,90.4,91.43,91.42,480372000.0
2024-03-20,89.8,90.41,88.22,90.37,90.36,479063000.0
2024-03-19,86.7,90.54,85.01,89.4,89.38,672171000.0
2024-03-18,90.39,92.4,87.08,88.46,88.44,668976000.0
2024-03-15,86.93,89.55,86.26,87.84,87.82,642086000.0
2024-03-14,89.58,90.65,86.6,87.94,87.93,602318000.0
2024-03-13,91.06,91.5,88.43,90.89,90.87,635713000.0
2024-03-12,88.05,91.96,86.15,91.91,91.9,668075000.0
2024-03-11,86.43,88.8,84.17,85.77,85.76,678364000.0
2024-03-08,95.14,97.4,86.51,87.53,87.51,1142269000.0
2024-03-07,90.16,92.77,89.6,92.67,92.65,608119000.0
2024-03-06,88.02,89.72,87.03,88.7,88.69,582520000.0
2024-03-05,85.27,86.1,83.42,85.96,85.95,520639000.0
2024-03-04,84.13,87.69,83.72,85.24,85.22,615616000.0
2024-03-01,80.0,82.3,79.43,82.28,82.26,479135000.0
2024-02-29,79.09,79.99,78.35,79.11,79.1,507289000.0
2024-02-28,77.62,78.93,77.13,77.66,77.65,393110000.0
2024-02-27,79.38,79.48,77.16,78.7,78.68,391705000.0
2024-02-26,79.7,80.65,78.5,79.09,79.08,503973000.0
2024-02-23,80.79,82.39,77.57,78.82,78.8,829388000.0
2024-02-22,75.03,78.57,74.22,78.54,78.52,865100000.0
2024-02-21,68.01,68.89,66.25,67.47,67.46,690298000.0
2024-02-20,71.95,71.96,67.73,69.45,69.44,704833000.0
2024-02-16,74.1,74.4,72.5,72.61,72.6,495327000.0
2024-02-15,73.87,73.97,72.4,72.66,72.64,420122000.0
2024-02-14,73.2,74.24,71.94,73.9,73.88,504917000.0
2024-02-13,70.4,73.45,69.62,72.13,72.11,602580000.0
2024-02-12,72.6,74.61,71.25,72.25,72.23,613710000.0
2024-02-09,70.53,72.18,70.21,72.13,72.12,436637000.0
2024-02-08,70.07,70.79,69.46,69.64,69.63,414422000.0
2024-02-07,68.32,70.22,67.6,70.1,70.08,495575000.0
2024-02-06,69.63,69.75,66.3,68.22,68.21,683111000.0
2024-02-05,68.22,69.5,67.21,69.33,69.32,680078000.0
2024-02-02,63.97,66.6,63.69,66.16,66.15,476578000.0
2024-02-01,62.1,63.19,61.65,63.03,63.01,369146000.0
2024-01-31,61.44,62.27,60.7,61.53,61.51,453795000.0
2024-01-30,62.9,63.49,62.26,62.77,62.76,410735000.0
2024-01-29,61.23,62.49,60.91,62.47,62.45,348733000.0
2024-01-26,60.96,61.78,60.57,61.03,61.02,390309000.0
2024-01-25,62.35,62.72,60.85,61.62,61.6,482777000.0
2024-01-24,60.3,62.85,59.94,61.36,61.35,560271000.0
2024-01-23,59.57,59.91,58.58,59.87,59.86,294654000.0
2024-01-22,60.05,60.33,59.07,59.65,59.64,452955000.0
2024-01-19,57.99,59.5,57.22,59.49,59.48,543501000.0
2024-01-18,57.26,57.6,56.11,57.11,57.09,491650000.0
2024-01-17,56.35,56.47,54.74,56.05,56.04,474394000.0
2024-01-16,55.02,56.83,54.9,56.38,56.37,449580000.0
2024-01-12,54.62,54.97,54.33,54.71,54.7,352994000.0
2024-01-11,55.0,55.35,53.56,54.82,54.81,596759000.0
2024-01-10,53.62,54.6,53.49,54.35,54.34,533796000.0
2024-01-09,52.4,54.33,51.69,53.14,53.13,773100000.0
2024-01-08,49.51,52.28,49.48,52.25,52.24,642510000.0
2024-01-05,48.46,49.55,48.31,49.1,49.09,415039000.0
2024-01-04,47.77,48.5,47.51,48.0,47.99,306535000.0
2024-01-03,47.49,48.18,47.32,47.57,47.56,320896000.0
2024-01-02,49.24,49.29,47.6,48.17,48.16,411254000.0
2023-12-29,49.81,50.0,48.75,49.52,49.51,389293000.0
2023-12-28,49.64,49.88,49.41,49.52,49.51,246587000.0
2023-12-27,49.51,49.68,49.08,49.42,49.41,233648000.0
2023-12-26,48.97,49.6,48.96,49.28,49.27,244200000.0
2023-12-22,49.19,49.38,48.47,48.83,48.82,252507000.0
2023-12-21,48.81,49.1,48.42,48.99,48.98,300425000.0
2023-12-20,49.65,50.0,48.1,48.11,48.1,397894000.0
2023-12-19,49.42,49.7,48.9,49.6,49.59,464444000.0
2023-12-18,49.4,50.43,49.15,50.08,50.07,412587000.0
2023-12-15,48.19,49.4,48.12,48.89,48.88,479948000.0
2023-12-14,48.39,48.67,47.42,48.35,48.34,391232000.0
2023-12-13,47.63,48.59,47.61,48.09,48.08,447792000.0
2023-12-12,46.05,47.67,46.05,47.66,47.65,372387000.0
2023-12-11,47.49,47.53,45.83,46.63,46.62,509728000.0
2023-12-08,46.6,47.74,46.55,47.51,47.5,359224000.0
2023-12-07,45.7,46.63,45.6,46.6,46.59,350823000.0
2023-12-06,47.22,47.39,45.41,45.5,45.49,380590000.0
2023-12-05,45.47,46.6,45.27,46.57,46.56,371718000.0
2023-12-04,46.08,46.08,45.01,45.51,45.5,437543000.0
2023-12-01,46.53,47.2,46.19,46.76,46.75,369317000.0
2023-11-30,48.02,48.11,46.42,46.77,46.76,526247000.0
2023-11-29,48.38,48.76,47.86,48.14,48.13,382005000.0
2023-11-28,48.24,48.32,47.47,47.82,47.81,401491000.0
2023-11-27,47.8,48.53,47.65,48.24,48.23,395662000.0
2023-11-24,48.47,48.92,47.74,47.78,47.76,294645000.0
2023-11-22,49.85,50.33,47.69,48.72,48.7,899420000.0
2023-11-21,50.13,50.52,49.22,49.94,49.93,565747000.0
2023-11-20,49.31,50.55,49.18,50.41,50.39,414120000.0
2023-11-17,49.52,49.72,49.01,49.3,49.28,325205000.0
2023-11-16,48.68,49.53,48.33,49.48,49.47,339756000.0
2023-11-15,49.94,49.96,48.2,48.89,48.87,475497000.0
2023-11-14,49.68,49.83,49.04,49.66,49.64,416954000.0
2023-11-13,48.32,49.12,48.1,48.62,48.61,384136000.0
2023-11-10,47.5,48.47,47.28,48.33,48.32,421245000.0
2023-11-09,47.47,48.23,46.75,46.95,46.94,540496000.0
2023-11-08,46.1,46.87,45.97,46.57,46.56,346719000.0
2023-11-07,45.72,46.22,45.16,45.96,45.94,343165000.0
2023-11-06,45.28,45.94,44.9,45.75,45.74,400733000.0
2023-11-03,44.02,45.31,43.72,45.01,44.99,424610000.0
2023-11-02,43.33,43.88,42.89,43.51,43.49,409172000.0
2023-11-01,40.88,42.38,40.87,42.33,42.31,437593000.0
2023-10-31,40.45,40.88,39.23,40.78,40.77,517969000.0
2023-10-30,41.09,41.77,40.48,41.16,41.15,388028000.0
